Fire Department Name,Fire Department Code,Address,City,State,Zip Code,County Code,County Name,Phone Number,Latitude,Longitude,Location 1,Counties,New York Zip Codes,NYS Municipal Boundaries
NATURAL BRIDGE FIRE DEPARTMENT,23031,27570 HIGH STREET,NATURAL BRIDGE,NY,13665,23,Jefferson,3156449898,44.067669,-75.495334,"{'longitude': '-75.495334', 'latitude': '44.067669'}",2089,1587,840
NAVARINO VOLUNTEER FIRE DEPT,34035,PO BOX 15004,SYRACUSE,NY,13215,34,Onondaga,3156733260,42.929828,-76.273972,"{'longitude': '-76.273972', 'latitude': '42.929828'}",2132,732,707
NEDROW FIRE DEPARTMENT,34036,6505 SOUTH SALINA STREET,NEDROW,NY,13120,34,Onondaga,3154690053,42.977462,-76.141536,"{'longitude': '-76.141536', 'latitude': '42.977462'}",2132,663,707
NESCONSET FIRE DEPARTMENT,52073,25 GIBBS POND ROAD,NESCONSET,NY,11767,52,Suffolk,6312651428,40.856193,-73.152345,"{'longitude': '-73.152345', 'latitude': '40.856193'}",2179,1317,
NEVERSINK FIRE COMPANY,53025,7486 STATE RTE 55 PO BX 627,NEVERSINK,NY,12765,53,Sullivan,8459857198,41.84568,-74.622891,"{'longitude': '-74.622891', 'latitude': '41.84568'}",2180,1085,643
NEWARK FIRE DEPARTMENT,59011,150 EAST MILLER STREET,NEWARK,NY,14513,59,Wayne,3153311451,43.045894,-77.091893,"{'longitude': '-77.091893', 'latitude': '43.045894'}",631,324,652
NEWARK VALLEY FIRE DEPARTMENT,54006,7151 STATE RTE 38 PO BX 625,NEWARK VALLEY,NY,13811,54,Tioga,6077292211,42.208041,-76.192903,"{'longitude': '-76.192903', 'latitude': '42.208041'}",630,443,62
NEW BERLIN FIRE DEPARTMENT,09013,PO BOX T,NEW BERLIN,NY,13411,09,Chenango,6078478516,42.6244,-75.33074,"{'longitude': '-75.33074', 'latitude': '42.6244'}",2037,1273,275
NEW BREMEN FIRE DEPARTMENT,25011,8154 STATE ROUTE 812,LOWVILLE,NY,13367,25,Lewis,3153760364,43.806466,-75.476343,"{'longitude': '-75.476343', 'latitude': '43.806466'}",623,571,620
NEWBURGH FIRE DEPARTMENT (CITY),36031,22 GRAND STREET,NEWBURGH,NY,12550,36,Orange,8455697415,41.499355,-74.009746,"{'longitude': '-74.009746', 'latitude': '41.499355'}",2134,987,892
NEW CITY FIRE ENGINE CO NO 1,44009,15 MAPLE AVENUE,NEW CITY,NY,10956,44,Rockland,8456345010,41.146789,-73.988538,"{'longitude': '-73.988538', 'latitude': '41.146789'}",628,1546,538
NEWCOMB FIRE DEPARTMENT,16015,RT 28 N,NEWCOMB,NY,12852,16,Essex,5185823093,43.969394,-74.158971,"{'longitude': '-74.158971', 'latitude': '43.969394'}",2084,134,450
NEWFIELD FIRE DEPARTMENT,55013,77 MAIN STREET,NEWFIELD,NY,14867,55,Tompkins,6075647222,42.365946,-76.583442,"{'longitude': '-76.583442', 'latitude': '42.365946'}",2181,54,716
NEW HACKENSACK FIRE DEPARTMENT,14019,217 MYERS CORNERS ROAD,WAPPINGERS FALLS,NY,12590,14,Dutchess,8452973897,41.606557,-73.871251,"{'longitude': '-73.871251', 'latitude': '41.606557'}",2040,1018,608
NEW HAMBURG FIRE DEPARTMENT,14020,15 CHANNINGVILLE ROAD,WAPPINGERS FALLS,NY,12590,14,Dutchess,8454624952,41.592446,-73.941765,"{'longitude': '-73.941765', 'latitude': '41.592446'}",2040,1018,598
NEW HAMPTON FIRE COMPANY,36032,PO BOX 386,NEW HAMPTON,NY,10958,36,Orange,8453742111,41.410242,-74.416577,"{'longitude': '-74.416577', 'latitude': '41.410242'}",2134,1547,885
NEW HARTFORD FIRE DEPARTMENT,33021,PO BOX 328,NEW HARTFORD,NY,13413,33,Oneida,3157363182,43.072263,-75.287322,"{'longitude': '-75.287322', 'latitude': '43.072263'}",625,1274,924
NEW HAVEN FIRE DEPARTMENT,38016,PO BOX 53,NEW HAVEN,NY,13121,38,Oswego,3159638070,43.47722,-76.30423,"{'longitude': '-76.30423', 'latitude': '43.47722'}",2135,658,252
NEW HOPE FIRE DEPARTMENT,06016,5947 NEW HOPE ROAD,MORAVIA,NY,13118,06,Cayuga,3154970448,42.797917,-76.349131,"{'longitude': '-76.349131', 'latitude': '42.797917'}",618,662,78
NEW HUDSON FIRE DEPARTMENT,02019,8597 STATE RTE 305 PO BOX 1,BLACK CREEK,NY,14714,02,Allegany,5859681566,42.275383,-78.226176,"{'longitude': '-78.226176', 'latitude': '42.275383'}",2031,1695,457
NEW HYDE PARK FIRE DEPARTMENT,30043,1555 JERICHO TPKE,NEW HYDE PARK,NY,11040,30,Nassau,5164375541,40.734177,-73.678026,"{'longitude': '-73.678026', 'latitude': '40.734177'}",2094,869,67
NEW LONDON FIRE DEPARTMENT,33022,PO BOX 4421,ROME,NY,13442,33,Oneida,3153390918,43.22014,-75.45029,"{'longitude': '-75.45029', 'latitude': '43.22014'}",625,1366,982
NEW PALTZ FIRE DEPARTMENT,56029,25 PLATTEKILL AVENUE,NEW PALTZ,NY,12561,56,Ulster,9142551520,41.746454,-74.084035,"{'longitude': '-74.084035', 'latitude': '41.746454'}",2182,989,434
NEWPORT FIRE DEPARTMENT,22015,POB 522,NEWPORT,NY,13416,22,Herkimer,3158458129,43.181643,-75.011065,"{'longitude': '-75.011065', 'latitude': '43.181643'}",2088,1276,677
NEW ROCHELLE FIRE DEPT (CITY),60033,90 BEAUFORT PLACE,NEW ROCHELLE,NY,10801,60,Westchester,9146542212,40.920587,-73.785549,"{'longitude': '-73.785549', 'latitude': '40.920587'}",2185,1450,962
NEW SALEM FIRE DEPARTMENT,01023,694 NEW SALEM ROAD,VOORHEESVILLE,NY,12186,01,Albany,5187652244,42.625059,-73.968935,"{'longitude': '-73.968935', 'latitude': '42.625059'}",2030,16,835
NEWSTEAD FIRE DEPARTMENT,15061,5691 CUMMINGS RD PO BOX 386,AKRON,NY,14001,15,Erie,7165425337,43.001467,-78.517085,"{'longitude': '-78.517085', 'latitude': '43.001467'}",2041,480,292
NEWTON ABBOTT FIRE DEPARTMENT,15062,3426 ABBOTT RD PO BOX 2001,BLASDELL,NY,14219,15,Erie,7168253663,42.78961,-78.82382,"{'longitude': '-78.82382', 'latitude': '42.78961'}",2041,108,297
NEWTON FALLS VOL FIRE DEPT,45026,4 ELM STREET,NEWTON FALLS,NY,13666,45,St. Lawrence,3158483548,44.21141,-74.99876,"{'longitude': '-74.99876', 'latitude': '44.21141'}",2140,1588,344
NEW WINDSOR FIRE DEPARTMENT,36033,275 WALSH ROAD,NEW WINDSOR,NY,12553,36,Orange,9145658081,41.489058,-74.022054,"{'longitude': '-74.022054', 'latitude': '41.489058'}",2134,988,890
NEW WOODSTOCK FIRE DEPARTMENT,27018,PO BOX 165 STATE ROUTE 13,NEW WOODSTOCK,NY,13122,27,Madison,3156623661,42.83603,-75.86669,"{'longitude': '-75.86669', 'latitude': '42.83603'}",2092,664,177
NEW YORK CITY FIRE DEPARTMENT,24001,9 METROTECH CENTER,BROOKLYN,NY,11201-5884,31,New York,7189992117,40.69384,-73.9871,"{'longitude': '-73.9871', 'latitude': '40.69384'}",2090,880,895
NEW YORK MILLS FIRE DEPARTMENT,33023,1 MAPLE STREET,NEW YORK MILLS,NY,13417,33,Oneida,3157239554,43.103548,-75.292839,"{'longitude': '-75.292839', 'latitude': '43.103548'}",625,1277,990
NIAGARA ACTIVE FIRE DEPARTMENT,32012,6010 LOCKPORT ROAD,NIAGARA FALLS,NY,14305,32,Niagara,7162988100,43.120507,-78.993551,"{'longitude': '-78.993551', 'latitude': '43.120507'}",2131,169,170
NIAGARA FALLS FIRE DEPARTMENT,32014,3115 WALNUT AVE PO BOX 69,NIAGARA FALLS,NY,14302,32,Niagara,7162864720,43.093453,-79.024142,"{'longitude': '-79.024142', 'latitude': '43.093453'}",2131,165,168
NIAGARA FIRE DEPARTMENT #1,32013,6010 LOCKPORT RD,NIAGARA FALLS,NY,14305,32,Niagara,7162972209,43.120503,-78.993785,"{'longitude': '-78.993785', 'latitude': '43.120503'}",2131,169,170
NICHOLS FIRE DEPARTMENT,54007,39 RIVER ROAD,NICHOLS,NY,13812,54,Tioga,6076993718,42.017212,-76.314185,"{'longitude': '-76.314185', 'latitude': '42.017212'}",630,444,61
NICHOLVILLE FIRE COMPANY,45027,3341 STATE HWY 11B PO BX 25,NICHOLVILLE,NY,12965,45,St. Lawrence,3153284551,44.71094,-74.70737,"{'longitude': '-74.70737', 'latitude': '44.71094'}",2140,288,333
NISKAYUNA FIRE DISTRICT #2,47009,2772 TROY ROAD,SCHENECTADY,NY,12309,47,Schenectady,5187856033,42.804901,-73.893102,"{'longitude': '-73.893102', 'latitude': '42.804901'}",2142,78,119
NISKAYUNA FIRE DISTRICT NO 1,47013,1079 BALLTOWN ROAD,SCHENECTADY,NY,12309,47,Schenectady,5183748386,42.780092,-73.846874,"{'longitude': '-73.846874', 'latitude': '42.780092'}",2142,78,119
NISSEQUOGUE FIRE DEPARTMENT,52121,643 MORICHES ROAD,ST JAMES,NY,11780,52,Suffolk,6318627410,40.899742,-73.201164,"{'longitude': '-73.201164', 'latitude': '40.899742'}",2179,1422,
NIVERVILLE FIRE DEPARTMENT,11023,PO BOX 422,NIVERVILLE,NY,12130,11,Columbia,5187842961,42.4446,-73.65956,"{'longitude': '-73.65956', 'latitude': '42.4446'}",619,1299,524
NORFOLK FIRE DEPT (RAYMONDVILLE),45028,BOX 511,NORFOLK,NY,13667,45,St. Lawrence,3153844581,44.801389,-74.991241,"{'longitude': '-74.991241', 'latitude': '44.801389'}",2140,1589,326
NORTH AMHERST FIRE DEPARTMENT,15063,2200 TONAWANDA CREEK ROAD,AMHERST,NY,14228,15,Erie,7166917131,43.068073,-78.770753,"{'longitude': '-78.770753', 'latitude': '43.068073'}",2041,163,308
NORTH AMITYVILLE FIRE DEPARTMENT,52074,601 BROADWAY,AMITYVILLE,NY,11701,52,Suffolk,6317892982,40.69431,-73.423284,"{'longitude': '-73.423284', 'latitude': '40.69431'}",2179,1032,
NORTH BABYLON VOL FIRE COMPANY,52075,20 HALE ROAD,NORTH BABYLON,NY,11703,52,Suffolk,6316690419,40.727205,-73.321284,"{'longitude': '-73.321284', 'latitude': '40.727205'}",2179,1034,
NORTH BAILEY FIRE DEPARTMENT,15064,966 SWEET HOME ROAD,AMHERST,NY,14226,15,Erie,7168369571,42.989218,-78.805681,"{'longitude': '-78.805681', 'latitude': '42.989218'}",2041,161,308
NORTH BAY FIRE DEPARTMENT,33024,2114 STATE RT 49,NORTH BAY,NY,13123,33,Oneida,3152455007,43.23046,-75.74809,"{'longitude': '-75.74809', 'latitude': '43.23046'}",625,766,973
NORTH BELLMORE FIRE DEPARTMENT,30044,1500 NEWBRIDGE ROAD,NORTH BELLMORE,NY,11710,30,Nassau,5164094700,40.683992,-73.540178,"{'longitude': '-73.540178', 'latitude': '40.683992'}",2094,1069,54
NORTH BETHLEHEM FIRE DEPARTMENT,01024,589 RUSSELL ROAD,ALBANY,NY,12203,01,Albany,5184896556,42.664105,-73.84205,"{'longitude': '-73.84205', 'latitude': '42.664105'}",2030,1406,838
NORTH BOSTON FIRE DEPARTMENT,15065,7223 BOSTON STATE RD BX 124,NORTH BOSTON,NY,14110,15,Erie,7166490974,42.67352,-78.75503,"{'longitude': '-78.75503', 'latitude': '42.67352'}",2041,527,303
NORTH BRANCH VOL FIRE COMPANY,53026,876 N BRANCH RD PO BOX 28,NORTH BRANCH,NY,12766,53,Sullivan,8454825134,41.81135,-74.98197,"{'longitude': '-74.98197', 'latitude': '41.81135'}",2180,1086,681
NORTH BROOKFIELD FIRE DEPARTMENT,27019,9199 MAIN STREET,NORTH BROOKFIELD,NY,13418,27,Madison,3158612116,42.850587,-75.388952,"{'longitude': '-75.388952', 'latitude': '42.850587'}",2092,1278,178
NORTH CHATHAM FIRE DEPARTMENT,11006,PO BOX 132,NORTH CHATHAM,NY,12132,11,Columbia,5187663366,42.476245,-73.626889,"{'longitude': '-73.626889', 'latitude': '42.476245'}",619,1301,529
NORTH CHITTENANGO FIRE DEPT,27020,1699 FYLER RD PO BOX 180,CHITTENANGO,NY,13037,27,Madison,3156876529,43.05325,-75.86708,"{'longitude': '-75.86708', 'latitude': '43.05325'}",2092,356,133
NORTH COLLINS FIRE DEPARTMENT,15066,10543 MAIN ST PO BOX 448,NORTH COLLINS,NY,14111,15,Erie,7163373294,42.594714,-78.940859,"{'longitude': '-78.940859', 'latitude': '42.594714'}",2041,938,291
NORTH CORNING VOL FIRE DEPT,51043,5931 RAILROAD AVENUE,KANONA,NY,14856,51,Steuben,6079623778,42.162384,-77.057011,"{'longitude': '-77.057011', 'latitude': '42.162384'}",2178,1774,41
NORTH CREEK VOLUNTEER FIRE DEPT,57013,134 MAIN ST PO B0X 112,NORTH CREEK,NY,12853,57,Warren,5182512324,43.692133,-73.98338,"{'longitude': '-73.98338', 'latitude': '43.692133'}",2183,135,831
NORTH EVANS FIRE DEPARTMENT,15067,6980 VARSAILLES RD PO BX 92,NORTH EVANS,NY,14112,15,Erie,7166273410,42.68528,-78.94228,"{'longitude': '-78.94228', 'latitude': '42.68528'}",2041,513,287
NORTH GRANVILLE FIRE DEPARTMENT,58018,10304 ST RT 22,NORTH GRANVILLE,NY,12854,58,Washington,5186423820,43.49752,-73.34762,"{'longitude': '-73.34762', 'latitude': '43.49752'}",2184,201,727
NORTH GREECE FIRE DEPARTMENT,28028,1766 LATTA ROAD,ROCHESTER,NY,14612,28,Monroe,5858652887,43.252955,-77.658923,"{'longitude': '-77.658923', 'latitude': '43.252955'}",2093,1670,555
NORTH HIGHLANDS ENGINE CO NO 1,40013,504 FISHKILL ROAD,COLD SPRING,NY,10516,40,Putnam,9142659595,41.460244,-73.922867,"{'longitude': '-73.922867', 'latitude': '41.460244'}",627,1203,114
NORTH HOOSICK FIRE DEPARTMENT,42023,PO BOX 94,NORTH HOOSICK,NY,12133,42,Rensselaer,5186865322,,,,,,
NORTH HORNELL FIRE DEPARTMENT,51027,1 WEST MAPLEWOOD,HORNELL,NY,14843,51,Steuben,6073241033,42.344414,-77.660512,"{'longitude': '-77.660512', 'latitude': '42.344414'}",2178,1782,35
NORTH HUDSON FIRE DEPARTMENT,16016,3034 US ROUTE 9,NORTH HUDSON,NY,12855,16,Essex,5185327093,43.960461,-73.723777,"{'longitude': '-73.723777', 'latitude': '43.960461'}",2084,136,421
NORTH JAVA FIRE COMPANY,61011,PO BOX 137,NORTH JAVA,NY,14113,61,Wyoming,7164573538,42.66749,-78.33939,"{'longitude': '-78.33939', 'latitude': '42.66749'}",2186,530,408
NORTH LAWRENCE VOL FIRE DEPT,45029,PO BOX 158,NORTH LAWRENCE,NY,12967,45,St. Lawrence,3153894265,44.76923,-74.67187,"{'longitude': '-74.67187', 'latitude': '44.76923'}",2140,290,333
NORTH LINDENHURST FIRE DEPT,52076,1630 STRAIGHT PATH,NORTH LINDENHURST,NY,11757,52,Suffolk,6319571457,40.706299,-73.38607,"{'longitude': '-73.38607', 'latitude': '40.706299'}",2179,1241,
NORTH MASSAPEQUA FIRE DEPARTMENT,30045,1000 NORTH BROADWAY,NORTH MASSAPEQUA,NY,11758,30,Nassau,5165790900,40.706937,-73.460999,"{'longitude': '-73.460999', 'latitude': '40.706937'}",2094,1242,66
NORTH MERRICK FIRE DEPARTMENT,30046,2095 CAMP AVENUE,NORTH MERRICK,NY,11566,30,Nassau,5163789405,40.676813,-73.558159,"{'longitude': '-73.558159', 'latitude': '40.676813'}",2094,1568,54
NORTH NORWICH FIRE DEPARTMENT,09012,108 BEACH LANE BOX X,NORTH NORWICH,NY,13814,09,Chenango,6073347340,42.61792,-75.52279,"{'longitude': '-75.52279', 'latitude': '42.61792'}",2037,446,274
NORTH PATCHOGUE FIRE DEPARTMENT,52077,33 DAVIDSON AVENUE,NORTH PATCHOGUE,NY,11772,52,Suffolk,6314751788,40.77259,-72.99932,"{'longitude': '-72.99932', 'latitude': '40.77259'}",2179,1322,
NORTHPOLE FIRE DEPARTMENT,23032,22334 US RTE 11,WATERTOWN,NY,13601,23,Jefferson,3157889020,44.000338,-75.900468,"{'longitude': '-75.900468', 'latitude': '44.000338'}",2089,1466,848
NORTHPORT FIRE DEPARTMENT,52078,204 MAIN STREET,NORTHPORT,NY,11768,52,Suffolk,6312617504,40.9007,-73.347896,"{'longitude': '-73.347896', 'latitude': '40.9007'}",2179,1318,
NORTH QUEENSBURY FIRE DEPT,57014,2663 STATE RT 9 BOX 61,CLEVERDALE,NY,12820,57,Warren,5186559614,43.45854,-73.63915,"{'longitude': '-73.63915', 'latitude': '43.45854'}",2183,128,815
NORTH RIVER FIRE DEPARTMENT,57015,BOX 64,NORTH RIVER,NY,12856,57,Warren,5182512170,43.73831,-74.04867,"{'longitude': '-74.04867', 'latitude': '43.73831'}",2183,135,831
NORTH ROSE FIRE DEPARTMENT,59012,5070 N HURON STREET,NORTH ROSE,NY,14516,59,Wayne,3155879372,43.187188,-76.889993,"{'longitude': '-76.889993', 'latitude': '43.187188'}",631,326,632
NORTH SEA FIRE DEPARTMENT,52079,149 NOYAC ROAD PO BOX 1312,SOUTHAMPTON,NY,11968,52,Suffolk,6312833629,40.93278,-72.413856,"{'longitude': '-72.413856', 'latitude': '40.93278'}",2179,1130,
NORTH SIDE FIRE COMPANY,35019,270 CARTER ROAD,GENEVA,NY,14456,35,Ontario,3157890805,42.889771,-76.993945,"{'longitude': '-76.993945', 'latitude': '42.889771'}",2133,233,818
NORTH SYRACUSE FIRE DEPARTMENT,34037,109 CHESTNUT STREET,NORTH SYRACUSE,NY,13212,34,Onondaga,3154585345,43.13625,-76.130626,"{'longitude': '-76.130626', 'latitude': '43.13625'}",2132,730,713
NORTH TARRYTOWN FIRE DEPARTMENT,60036,28 BEEKMAN AVENUE,NORTH TARRYTOWN,NY,10591,60,Westchester,9143665104,41.085071,-73.859662,"{'longitude': '-73.859662', 'latitude': '41.085071'}",2185,1347,967
NORTH TONAWANDA FIRE DEPARTMENT,32015,495 ZIMMERMAN STREET,NORTH TONAWANDA,NY,14120,32,Niagara,7166932201,43.04403,-78.855806,"{'longitude': '-78.855806', 'latitude': '43.04403'}",2131,953,165
NORTHVILLE FIRE DEPARTMENT,18010,PO BOX 756,NORTHVILLE,NY,12134,18,Fulton,5188638791,43.225192,-74.171495,"{'longitude': '-74.171495', 'latitude': '43.225192'}",2085,1302,387
NORTH WHITE PLAINS FIRE DEPT,60037,621 NORTH BROADWAY,NORTH WHITE PLAINS,NY,10603,60,Westchester,9149493575,41.054227,-73.76882,"{'longitude': '-73.76882', 'latitude': '41.054227'}",2185,1436,961
NORWICH FIRE DEPARTMENT,09011,31 EAST MAIN STREET,NORWICH,NY,13815,09,Chenango,6073343411,42.531471,-75.521233,"{'longitude': '-75.521233', 'latitude': '42.531471'}",2037,446,273
NORWOOD VOLUNTEER FIRE DEPT,45030,MAIN STREET PO BOX 231,NORWOOD,NY,13668,45,St. Lawrence,3153532570,44.74975,-74.99372,"{'longitude': '-74.99372', 'latitude': '44.74975'}",2140,1590,318
NUNDA FIRE DEPARTMENT,26016,4 SO STATE ST PO BOX 551,NUNDA,NY,14517,26,Livingston,7164682323,42.59102026,-77.94253671,"{'longitude': '-77.94253671', 'latitude': '42.59102026'}",2091,327,749
NYACK FIRE DEPARTMENT,44010,PO BOX 91,NYACK,NY,10960,44,Rockland,8453585454,41.08893,-73.9238,"{'longitude': '-73.9238', 'latitude': '41.08893'}",628,1548,536
OAKFIELD FIRE DEPARTMENT,19013,20 ALBERT ST PO BOX 184,OAKFIELD,NY,14125,19,Genesee,5859485810,43.06812,-78.276445,"{'longitude': '-78.276445', 'latitude': '43.06812'}",2086,954,773
OAK HILL-DURHAM FIRE DEPT,20021,PO BOX 51,OAK HILL,NY,12460,20,Greene,5182394837,42.405905,-74.154555,"{'longitude': '-74.154555', 'latitude': '42.405905'}",2087,254,774
OAKS CORNERS FIRE DEPARTMENT,35032,607 CROSS ROAD PO BOX 54,OAKS CORNERS,NY,14518,35,Ontario,3155483836,42.932925,-77.00047,"{'longitude': '-77.00047', 'latitude': '42.932925'}",2133,233,805
OCEAN BAY PARK FIRE DEPARTMENT,52080,BAYVIEW AVENUE PO BOX 385,OCEAN BAY PARK,NY,11706,52,Suffolk,6315837155,40.6414,-73.18007,"{'longitude': '-73.18007', 'latitude': '40.6414'}",2179,1067,
OCEAN BEACH VOLUNTEER FIRE DEPT,52081,BAY & COTTAGE WALK POB 386,OCEAN BEACH,NY,11770,52,Suffolk,6315835940,40.648132,-73.156179,"{'longitude': '-73.156179', 'latitude': '40.648132'}",2179,1320,
OCEANSIDE FIRE DEPARTMENT,30047,65 FOXHURST ROAD,OCEANSIDE,NY,11572,30,Nassau,5167662717,40.645737,-73.636214,"{'longitude': '-73.636214', 'latitude': '40.645737'}",2094,1572,54
ODESSA VOLUNTEER FIRE DEPT,49006,300 E MAIN ST,ODESSA,NY,14869,49,Schuyler,6075942157,42.37382,-76.78285,"{'longitude': '-76.78285', 'latitude': '42.37382'}",2143,55,666
OGDENSBURG FIRE DEPT (CITY),45031,718 FORD STREET,OGDENSBURG,NY,13669,45,St. Lawrence,3153932321,44.700177,-75.486938,"{'longitude': '-75.486938', 'latitude': '44.700177'}",2140,1591,324
OLCOTT FIRE DEPARTMENT,32016,1691 LOCKPORT OLCOTT ROAD,OLCOTT,NY,14126,32,Niagara,7167789252,43.330304,-78.713893,"{'longitude': '-78.713893', 'latitude': '43.330304'}",2131,493,172
OLD FORGE FIRE DEPARTMENT,22016,114 FULTON ST PO BOX 1170,OLD FORGE,NY,13420,22,Herkimer,3153693424,43.71029,-74.972219,"{'longitude': '-74.972219', 'latitude': '43.71029'}",2088,1279,683
OLEAN FIRE DEPARTMENT (CITY),05022,542 NORTH UNION STREET,OLEAN,NY,14760,05,Cattaraugus,7163765609,42.08635,-78.429876,"{'longitude': '-78.429876', 'latitude': '42.08635'}",2034,1732,353
OLEAN FIRE DEPARTMENT (TOWN),05023,1276 OLD ROCK CITY RD,OLEAN,NY,14760,05,Cattaraugus,,42.05595,-78.43963,"{'longitude': '-78.43963', 'latitude': '42.05595'}",2034,1732,351
OLIVE FIRE DEPARTMENT NO 1,56030,PO BOX 1309,OLIVE BRIDGE,NY,12461,56,Ulster,8456573311,41.8995,-74.24532,"{'longitude': '-74.24532', 'latitude': '41.8995'}",2182,255,433
ONEIDA CASTLE FIRE DEPARTMENT,33025,3989 SHOLTZ ROAD,ONEIDA CASTLE,NY,13421,33,Oneida,3153634406,43.07952,-75.636561,"{'longitude': '-75.636561', 'latitude': '43.07952'}",625,1280,976
ONEIDA FIRE DEPARTMENT,27021,109 N MAIN ST PO BOX 550,ONEIDA,NY,13421,27,Madison,3153631910,43.096586,-75.652851,"{'longitude': '-75.652851', 'latitude': '43.096586'}",2092,1280,125
ONEONTA FIRE DEPARTMENT,39016,81 MAIN STREET,ONEONTA,NY,13820,39,Otsego,6074333480,42.45722,-75.05729,"{'longitude': '-75.05729', 'latitude': '42.45722'}",2136,447,907
ONESQUETHAW FIRE DEPARTMENT,01025,2178 TARRYTOWN RD PO BOX E,CLARKSVILLE,NY,12041,01,Albany,5184682823,42.57541,-73.96359,"{'longitude': '-73.96359', 'latitude': '42.57541'}",2030,1171,835
ONONDAGA HILL FIRE DEPARTMENT,34038,4831 VELASKO ROAD,SYRACUSE,NY,13215,34,Onondaga,3154929191,43.005854,-76.184948,"{'longitude': '-76.184948', 'latitude': '43.005854'}",2132,732,707
ONONDAGA NATION FIRE DEPARTMENT,34039,ONONDAGA NATION BOX 290,NEDROW,NY,13120,34,Onondaga,3154691384,,,,,,
ONTARIO FIRE DEPARTMENT,59013,6160 WALTER CONE DRIVE,ONTARIO,NY,14519,59,Wayne,3155242661,43.22315,-77.292509,"{'longitude': '-77.292509', 'latitude': '43.22315'}",631,328,638
OPPENHEIM CENTER FIRE DEPARTMENT,18011,6786 STATE HWY 29,ST JOHNSVILLE,NY,13452,18,Fulton,5185682036,43.03743,-74.66391,"{'longitude': '-74.66391', 'latitude': '43.03743'}",2085,1369,385
ORAMEL FIRE DEPARTMENT,02020,8415 STATE ROUTE 19,BELFAST,NY,14711,02,Allegany,5853652511,42.31418,-78.13784,"{'longitude': '-78.13784', 'latitude': '42.31418'}",2031,1693,471
ORANGEBURG VOLUNTEER FIRE ASSN,44011,61 DUTC HILL ROAD,ORANGEBURG,NY,10962,44,Rockland,8453595921,41.046288,-73.95483,"{'longitude': '-73.95483', 'latitude': '41.046288'}",628,1549,536
ORANGE LAKE FIRE DEPARTMENT,36011,407 S PLANK ROAD SUITE 5,NEWBURGH,NY,12550,36,Orange,9145643878,41.539906,-74.097455,"{'longitude': '-74.097455', 'latitude': '41.539906'}",2134,987,891
ORCHARD PARK FIRE DEPARTMENT,15068,30 SCHOOL ST PO BOX 1140,ORCHARD PARK,NY,14127,15,Erie,7166621127,42.67352,-78.75503,"{'longitude': '-78.75503', 'latitude': '42.67352'}",2041,527,303
ORIENT FIRE DEPARTMENT,52082,23300 MAIN ROAD,ORIENT,NY,11957,52,Suffolk,6313231315,41.143321,-72.299492,"{'longitude': '-72.299492', 'latitude': '41.143321'}",2179,1640,
ORISKANY FALLS FIRE DEPARTMENT,33027,MADISON STREET,ORISKANY FALLS,NY,13425,33,Oneida,3158217855,42.933726,-75.466416,"{'longitude': '-75.466416', 'latitude': '42.933726'}",625,1282,939
ORISKANY FIRE DEPARTMENT,33026,708 UTICA ST PO BOX 217,ORISKANY,NY,13424,33,Oneida,3157363221,43.16121,-75.3667,"{'longitude': '-75.3667', 'latitude': '43.16121'}",625,1281,990
ORWELL FIRE DEPARTMENT,38017,PO BOX 192,ORWELL,NY,13426,38,Oswego,3152985772,43.57505,-75.99613,"{'longitude': '-75.99613', 'latitude': '43.57505'}",2135,685,251
OSSINING FIRE DEPARTMENT,60038,21 STATE STREET,OSSINING,NY,10562,60,Westchester,9149410215,41.158901,-73.865159,"{'longitude': '-73.865159', 'latitude': '41.158901'}",2185,1333,959
OSWEGO FIRE DEPARTMENT (CITY),38018,35 EAST CAYUGA STREET,OSWEGO,NY,13126,38,Oswego,3153432161,43.459661,-76.505918,"{'longitude': '-76.505918', 'latitude': '43.459661'}",2135,667,250
OSWEGO (TOWN) VOL FIRE DEPT INC,38034,640 CO RTE 20,OSWEGO,NY,13126,38,Oswego,3153432030,43.413476,-76.561448,"{'longitude': '-76.561448', 'latitude': '43.413476'}",2135,667,249
OTEGO VOLUNTEER FIRE DEPARTMENT,39015,5 RIVER STREET,OTEGO,NY,13825,39,Otsego,6079887911,42.396991,-75.172867,"{'longitude': '-75.172867', 'latitude': '42.396991'}",2136,448,917
OTISCO FIRE DEPARTMENT,34040,1933 ROUTE 80,TULLY,NY,13159,34,Onondaga,3156968226,42.80235,-76.14671,"{'longitude': '-76.14671', 'latitude': '42.80235'}",2132,696,701
OTISVILLE VOL FIRE COMPANY,36034,PO BOX 865,OTISVILLE,NY,10963,36,Orange,9143862494,41.474381,-74.537201,"{'longitude': '-74.537201', 'latitude': '41.474381'}",2134,1550,893
OTTER LAKE FIRE DEPARTMENT,33028,13853 ROUTE 28,OTTER LAKE,NY,13427,33,Oneida,3153693668,43.47537,-75.09455,"{'longitude': '-75.09455', 'latitude': '43.47537'}",625,550,687
